NU_INSCRICAO;NU_ANO;TP_ST_CONCLUSAO;TP_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q022;Q024;Q025
210053808997;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;528.5;491.8;422.1;386.9;1.0;860.0;B;C;B;B;5.0;B;C;A;B
210051467812;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;449.9;532.5;450.6;458.5;1.0;500.0;B;B;A;B;4.0;B;B;B;B
210053419846;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;633.5;661.8;622.5;804.4;1.0;920.0;D;E;D;B;3.0;G;C;B;B
210051300308;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;502.5;602.6;502.9;499.5;1.0;480.0;B;E;F;F;5.0;C;E;B;B
210053416645;2021;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;499.3;554.4;501.8;562.6;1.0;600.0;E;E;A;A;3.0;B;C;A;B
210052493118;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;C;A;B;5.0;B;E;C;B
210053062776;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;482.8;447.2;493.8;483.4;1.0;660.0;D;G;B;D;3.0;E;C;B;B
210052964931;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;366.3;498.0;530.3;522.5;1.0;500.0;B;E;C;F;4.0;D;D;B;B
210053852567;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;E;B;B;2.0;B;C;A;B
210053368974;2021;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;C;A;D;3.0;B;D;A;B
210054234882;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;382.9;448.2;395.0;462.7;1.0;440.0;C;A;A;B;2.0;B;B;A;A
210052655253;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;545.3;604.6;612.1;598.7;1.0;680.0;F;F;E;D;3.0;E;E;A;B
210052907457;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;H;H;F;D;5.0;G;E;A;B
210052251969;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;B;B;4.0;G;D;B;B
210051292587;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;515.7;625.4;468.2;636.9;1.0;820.0;C;G;A;D;4.0;C;E;C;B
210052276584;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;586.0;654.6;629.9;702.3;1.0;800.0;H;E;C;E;3.0;H;D;C;B
210053862089;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;463.6;637.5;551.9;584.1;1.0;720.0;D;F;D;D;2.0;C;C;C;B
210052947399;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;592.2;506.0;554.3;634.1;1.0;880.0;E;D;A;C;3.0;J;D;B;B
210053433183;2021;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;E;A;B;4.0;C;C;A;B
210053758660;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;577.0;638.1;592.4;759.8;1.0;880.0;D;G;D;E;4.0;F;D;C;B
210052778865;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;516.3;531.0;468.5;583.2;1.0;620.0;E;E;D;D;4.0;P;E;C;B
210053397559;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;G;G;D;D;5.0;E;E;B;B
210053891197;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;422.7;408.8;373.9;407.1;1.0;520.0;B;A;A;B;2.0;B;C;A;B
210053414991;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;624.3;726.0;571.6;720.7;1.0;840.0;G;C;E;D;2.0;C;C;A;B
210052334506;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;555.8;583.4;601.9;625.4;1.0;860.0;D;E;D;D;4.0;F;E;C;B
210053841381;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;C;C;5.0;B;D;A;B
210052229292;2021;1;1;;;;;3111200;Campo Belo;0;1;1;0;;448.3;501.0;;1.0;460.0;C;B;C;D;3.0;B;C;B;B
210053081716;2021;1;1;;;;;3111200;Campo Belo;0;1;1;0;;575.8;491.1;;1.0;680.0;F;E;B;D;4.0;H;E;B;B
210054278518;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;560.0;418.2;451.7;498.4;1.0;520.0;C;C;C;B;3.0;D;E;B;B
210053445869;2021;2;2;3158805.0;Santana do Jacaré;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;B;D;C;C;4.0;B;D;A;B
210052215426;2021;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;541.4;534.3;494.6;518.2;1.0;740.0;D;E;D;D;4.0;E;D;B;B
210054193957;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;530.0;622.1;544.8;684.1;1.0;920.0;C;E;D;D;5.0;G;E;B;B
210053416799;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;671.2;650.4;631.3;744.6;1.0;940.0;E;C;D;C;3.0;E;D;B;B
210054261753;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;358.3;384.9;325.1;501.8;1.0;440.0;C;B;B;B;4.0;C;E;B;B
210051133856;2021;3;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;G;G;D;E;5.0;N;E;D;B
210054294817;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;526.7;553.5;557.6;516.0;1.0;900.0;D;E;A;B;4.0;F;E;B;B
210051521504;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;445.1;524.2;539.9;470.2;1.0;820.0;B;D;C;B;5.0;F;D;A;B
210051904332;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;431.7;513.4;442.7;602.5;1.0;560.0;C;C;C;B;3.0;B;C;B;B
210051065982;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;503.3;537.1;466.2;414.0;1.0;720.0;H;E;F;B;2.0;B;C;B;B
210052505098;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;B;B;B;2.0;B;B;A;B
210053009691;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;510.9;531.8;406.2;637.2;1.0;920.0;D;E;D;B;4.0;F;E;B;B
210051780944;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;500.8;447.8;461.6;415.5;1.0;540.0;F;E;B;B;4.0;D;E;B;B
210053163574;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;558.6;588.0;525.0;442.9;1.0;620.0;C;C;C;B;3.0;B;D;B;B
210053770352;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;557.8;562.4;535.6;513.2;1.0;840.0;A;B;A;A;1.0;B;B;B;B
210052016023;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;414.3;422.4;501.2;442.0;1.0;600.0;D;B;A;A;6.0;D;E;A;B
210053355825;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;416.1;586.7;578.5;567.3;1.0;820.0;E;E;D;D;5.0;L;D;C;B
210051628149;2021;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;507.5;462.5;489.9;458.2;1.0;700.0;G;F;E;E;4.0;H;D;C;B
210053875200;2021;2;2;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;598.8;639.3;564.2;657.8;1.0;820.0;D;E;D;D;3.0;H;D;D;B
210053400681;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;621.5;635.4;610.7;619.1;1.0;680.0;E;E;C;D;4.0;E;E;B;B
210052987445;2021;2;2;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;495.7;525.7;537.6;415.5;1.0;680.0;G;G;D;D;4.0;G;E;B;B
210051181780;2021;1;1;;;;;3111200;Campo Belo;0;1;1;0;;554.6;448.2;;4.0;0.0;H;E;F;B;2.0;B;C;A;B
210051295635;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;501.9;524.9;480.7;551.6;1.0;680.0;C;G;C;D;2.0;F;C;B;B
210052584039;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;428.6;385.0;333.2;536.9;1.0;560.0;C;D;C;F;4.0;B;D;B;B
210052065575;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;501.3;626.6;426.3;556.5;1.0;780.0;G;G;D;D;1.0;B;B;B;B
210052171687;2021;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;490.1;376.6;408.2;555.9;1.0;400.0;B;B;A;B;4.0;B;D;A;B
210051299615;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;481.3;526.6;506.6;414.3;1.0;580.0;E;C;B;C;4.0;B;D;B;B
210051332698;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;497.4;536.9;505.5;646.3;1.0;540.0;H;E;F;C;2.0;C;C;B;B
210051523818;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;669.0;662.0;609.0;685.1;1.0;740.0;E;E;D;D;4.0;C;E;B;B
210054293140;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;492.3;514.8;533.9;613.4;1.0;620.0;G;F;E;D;5.0;F;E;B;B
210053455533;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;513.4;598.2;556.1;513.4;1.0;720.0;E;E;B;D;3.0;H;D;B;B
210054191280;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;441.5;589.1;405.6;383.2;1.0;500.0;B;B;A;A;4.0;B;B;A;B
210051029184;2021;2;2;3100807.0;Aguanil;MG;2.0;3111200;Campo Belo;1;1;1;1;489.0;641.2;522.8;518.2;1.0;660.0;F;F;D;D;4.0;E;C;B;B
210053861484;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;511.2;509.8;507.5;552.9;1.0;920.0;D;C;C;C;3.0;C;C;B;B
210054279130;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;513.9;533.1;555.6;617.0;1.0;700.0;F;D;D;B;6.0;E;E;B;B
210052492129;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;618.3;670.7;625.4;688.7;1.0;800.0;F;E;E;C;3.0;B;C;B;B
210051238774;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;597.2;584.9;532.3;684.3;1.0;760.0;F;G;E;E;5.0;H;E;B;B
210051782152;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;402.0;486.8;401.4;563.0;1.0;700.0;E;E;B;B;4.0;C;C;B;B
210052645515;2021;2;2;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;525.3;585.4;512.6;694.9;1.0;920.0;C;D;C;D;4.0;E;E;B;B
210052234715;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;595.1;636.0;560.3;730.8;1.0;940.0;D;D;C;B;4.0;C;D;B;B
210052777901;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;443.9;460.5;499.1;605.2;1.0;660.0;B;C;F;C;2.0;B;C;A;B
210054424837;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;C;B;B;5.0;C;B;B;B
210053146232;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;559.5;636.6;615.8;531.1;1.0;920.0;C;C;A;B;3.0;B;C;B;B
210053823512;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;588.3;554.6;533.1;677.3;1.0;880.0;G;G;F;D;3.0;H;E;C;B
210053852816;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;528.9;424.1;456.2;536.9;1.0;640.0;E;E;C;C;5.0;E;B;B;B
210053438904;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;430.4;531.7;411.0;464.4;1.0;480.0;D;B;C;B;3.0;B;B;A;A
210053442884;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;406.3;372.7;396.0;388.3;1.0;560.0;E;C;C;B;4.0;B;C;A;A
210053868152;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;346.9;495.6;447.8;434.8;1.0;580.0;B;C;C;B;4.0;B;C;A;B
210053430630;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;552.4;655.8;603.9;584.2;1.0;660.0;B;E;C;D;4.0;F;D;A;B
210053874012;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;E;C;C;B;4.0;B;C;A;A
210054279292;2021;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;A;A;5.0;D;C;A;B
210053361962;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;470.4;504.4;472.8;532.3;1.0;620.0;B;D;C;A;6.0;C;D;B;B
210053148911;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;539.9;635.7;549.6;566.1;1.0;640.0;C;E;B;C;3.0;C;C;B;B
210052009013;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;573.0;606.2;545.4;633.0;1.0;760.0;F;G;E;D;5.0;M;E;D;B
210053847457;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;541.3;534.9;542.7;623.4;1.0;640.0;C;C;C;B;4.0;E;E;B;B
210051890525;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;C;B;3.0;C;D;A;B
210051243267;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;449.2;403.8;461.8;476.9;1.0;720.0;E;E;B;D;5.0;F;D;B;B
210054289208;2021;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;G;G;D;D;4.0;C;D;B;B
210053367227;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;392.7;586.4;493.9;709.6;1.0;720.0;G;G;D;E;3.0;E;D;B;B
210051035840;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;524.0;588.9;581.1;668.0;1.0;840.0;D;D;C;B;4.0;E;C;B;B
210053452303;2021;3;1;;;;;3111200;Campo Belo;0;1;1;0;;365.4;484.1;;1.0;360.0;E;E;B;C;2.0;B;C;B;B
210051286585;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;613.1;564.8;547.8;525.1;1.0;860.0;E;E;D;C;4.0;N;E;D;B
210051538078;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;539.6;540.8;487.9;592.5;1.0;860.0;E;E;B;D;4.0;F;E;B;B
210052509334;2021;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;480.6;468.3;442.1;415.1;1.0;520.0;C;E;C;D;4.0;B;D;A;B
210051736671;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;509.6;457.4;480.1;503.4;1.0;540.0;E;D;D;D;5.0;E;E;B;B
210053758567;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;594.4;623.1;558.4;676.6;1.0;680.0;D;F;B;E;4.0;F;C;B;B
210052925165;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;C;C;A;A;2.0;B;B;A;B
210052610607;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;466.6;543.2;469.8;411.5;1.0;600.0;B;B;A;A;3.0;B;B;A;A
210053394917;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;556.6;655.2;612.8;566.0;1.0;700.0;D;E;C;B;4.0;F;D;C;B
210054223314;2021;1;1;;;;;3111200;Campo Belo;0;1;1;0;;0.0;0.0;;4.0;0.0;E;E;F;D;2.0;E;C;C;B
210053408774;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;384.6;455.2;409.2;507.1;1.0;520.0;B;B;B;B;5.0;A;C;A;B
210053614683;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;C;F;2.0;B;C;B;B
210053280896;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;501.4;609.7;508.7;675.8;1.0;560.0;D;C;B;C;2.0;B;C;B;A
210054224305;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;575.0;656.1;566.6;725.9;1.0;760.0;G;E;E;B;5.0;H;E;E;B
210053422123;2021;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;412.8;524.7;373.9;508.4;1.0;480.0;C;C;B;B;4.0;B;C;B;B
210052603523;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;352.6;447.2;374.3;430.1;1.0;600.0;C;E;A;D;2.0;B;C;A;B
210052326777;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;444.7;386.0;430.6;581.9;1.0;600.0;E;E;C;D;4.0;D;D;B;B
210052611632;2021;2;2;3111903.0;Cana Verde;MG;2.0;3111200;Campo Belo;1;1;1;1;387.5;407.9;462.5;396.5;1.0;520.0;C;F;C;D;4.0;D;E;A;B
210052708030;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;522.2;592.5;499.5;525.6;1.0;720.0;E;E;D;D;3.0;M;D;B;B
210052282530;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;474.9;356.4;464.4;407.4;1.0;500.0;H;C;B;D;5.0;C;D;B;B
210053104139;2021;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;0;0;0;0;;;;;;;G;E;D;B;2.0;D;C;B;B
210051273570;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;A;A;3.0;B;C;B;A
210052591363;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;D;D;B;3.0;B;B;B;B
210052189934;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;392.5;406.7;481.6;526.0;1.0;740.0;C;F;B;B;6.0;A;B;A;B
210053008385;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;H;F;F;D;5.0;E;D;B;B
210053857923;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;459.3;530.7;486.6;536.9;1.0;440.0;C;D;C;B;5.0;C;D;A;B
210051359400;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;418.2;362.3;498.1;446.7;1.0;900.0;B;E;C;C;3.0;C;D;A;B
210053353020;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;467.0;570.1;559.0;588.2;1.0;860.0;C;D;C;A;4.0;C;D;B;B
210051449535;2021;3;1;;;;;3111200;Campo Belo;0;1;1;0;;414.3;393.9;;1.0;480.0;C;E;A;B;3.0;I;C;B;B
210052974481;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;C;B;B;3.0;D;B;B;B
210052078395;2021;2;2;3120201.0;Cristais;MG;2.0;3111200;Campo Belo;1;1;1;1;633.9;622.6;602.2;716.0;1.0;580.0;E;D;B;B;3.0;H;E;B;B
210054258652;2021;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;419.9;402.9;422.5;491.5;1.0;480.0;E;G;A;D;3.0;D;D;B;B
210051403560;2021;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;601.4;679.2;578.7;768.0;1.0;800.0;E;E;D;B;5.0;F;D;B;B
210052375486;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;619.5;572.7;416.5;409.3;1.0;520.0;E;E;D;D;4.0;I;D;C;B
210054249316;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;560.0;415.7;600.0;680.8;1.0;720.0;H;E;F;D;3.0;D;D;B;B
210053437597;2021;3;1;;;;;3111200;Campo Belo;0;1;1;0;;522.3;413.7;;1.0;620.0;F;F;C;D;5.0;C;D;B;B
210053838382;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;560.0;615.8;555.3;678.4;1.0;620.0;B;B;C;C;4.0;D;D;B;B
210053164063;2021;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;D;F;B;4.0;C;B;A;B
210051820144;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;454.5;531.3;565.5;494.1;1.0;700.0;D;F;C;B;4.0;D;E;B;B
210052076519;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;615.6;626.1;593.8;718.7;1.0;940.0;C;C;A;A;4.0;F;D;A;B
210052571896;2021;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;641.8;679.8;536.9;706.9;1.0;900.0;G;G;D;C;3.0;E;D;D;B
210051339404;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;669.3;701.8;626.9;772.7;1.0;940.0;H;E;F;C;3.0;C;C;B;B
210053284052;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;642.0;620.6;698.4;816.4;1.0;840.0;C;E;B;B;3.0;C;D;A;B
210051094212;2021;1;1;;;;;3111200;Campo Belo;1;1;1;1;547.3;572.1;606.1;695.5;1.0;900.0;D;E;D;B;3.0;F;D;B;B
210051452676;2021;3;1;;;;;3111200;Campo Belo;1;1;1;1;478.9;504.2;479.7;429.5;1.0;640.0;F;E;D;B;5.0;L;E;E;B
210053443910;2021;2;2;;;;;3111200;Campo Belo;1;1;1;1;396.0;553.0;457.7;471.6;1.0;540.0;B;C;B;F;5.0;B;C;A;B
