NU_INSCRICAO;NU_ANO;TP_ST_CONCLUSAO;TP_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q022;Q024;Q025
210056949212;2022;2;2;3120201.0;Cristais;MG;2.0;3111200;Campo Belo;1;1;1;1;469.8;534.3;499.7;606.2;1.0;660.0;C;D;A;B;5;B;E;B;B
210054835616;2022;1;1;;;;;3111200;Campo Belo;0;1;1;0;;496.4;515.9;;1.0;560.0;B;B;A;B;4;D;E;C;B
210055719763;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;611.0;614.0;624.9;685.0;1.0;680.0;B;E;C;B;3;D;D;C;B
210055416563;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;555.1;659.2;489.2;611.4;1.0;900.0;D;G;D;D;4;D;E;C;B
210057385542;2022;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;A;A;4;B;C;A;A
210055709267;2022;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;B;A;B;5;B;E;B;A
210055709763;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;466.7;556.5;439.0;589.9;1.0;840.0;E;C;C;C;5;D;E;A;B
210056940189;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;490.9;536.2;520.1;461.4;1.0;680.0;B;B;C;B;4;C;E;A;B
210057137242;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;568.7;568.8;585.6;603.1;1.0;760.0;C;C;C;B;3;D;D;B;B
210056952344;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;547.8;610.9;561.7;699.3;1.0;760.0;D;C;B;B;2;A;C;A;B
210057838827;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;567.4;551.4;581.2;498.8;1.0;620.0;F;C;D;B;4;E;E;A;B
210057825165;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;590.7;623.3;596.2;583.4;1.0;960.0;D;D;A;B;3;G;C;A;B
210054523308;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;440.6;468.0;551.7;554.7;1.0;560.0;E;E;F;B;2;C;C;B;B
210056569504;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;C;C;B;3;G;D;B;B
210057552643;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;513.3;504.5;553.4;431.2;1.0;520.0;D;D;C;B;3;D;D;B;B
210057732194;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;594.3;642.8;605.5;837.0;1.0;960.0;C;E;D;D;5;H;E;B;B
210055619489;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;486.9;572.6;571.2;579.8;1.0;580.0;E;F;D;D;4;C;E;B;B
210056921215;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;446.4;525.9;455.6;421.1;3.0;0.0;H;H;F;B;4;C;B;B;B
210055705234;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;B;C;4;C;C;B;B
210055733670;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;435.1;569.4;562.3;630.8;1.0;720.0;E;C;B;B;4;C;D;B;B
210057811024;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;518.1;562.8;557.8;675.3;1.0;880.0;C;F;B;D;3;B;D;B;B
210055024457;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;586.4;573.4;517.9;490.2;1.0;580.0;E;E;D;D;6;H;E;D;B
210055568701;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;528.8;552.5;521.2;583.5;1.0;800.0;B;B;F;C;5;B;D;A;B
210057367628;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;576.8;633.1;608.2;750.7;1.0;940.0;E;C;C;C;3;E;D;B;B
210055571881;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;633.9;642.0;566.4;758.8;1.0;980.0;E;E;D;F;4;C;E;C;B
210055663547;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;C;C;6;C;E;A;B
210055273163;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;498.2;517.5;467.9;407.4;1.0;480.0;B;D;B;B;3;D;B;B;B
210056903800;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;535.6;458.3;474.0;597.4;1.0;780.0;C;E;B;B;3;D;D;B;B
210056662473;2022;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;398.6;615.6;527.6;377.9;1.0;700.0;A;B;A;A;1;B;B;B;B
210055321601;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;C;F;B;4;B;C;B;B
210057794922;2022;1;1;;;;;3111200;Campo Belo;0;1;1;0;;329.9;401.5;;1.0;480.0;C;B;D;D;4;C;E;B;B
210057370340;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;650.7;653.2;584.2;726.4;1.0;800.0;D;E;D;B;3;G;D;B;B
210056943789;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;433.2;501.2;511.8;575.0;1.0;580.0;E;E;A;A;3;B;D;A;B
210057831389;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;422.6;559.9;557.4;494.3;1.0;600.0;B;C;A;A;3;B;B;A;B
210055607156;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;481.2;569.6;603.6;606.7;1.0;800.0;D;C;C;D;4;C;E;B;B
210056442444;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;498.1;590.9;534.0;622.3;1.0;820.0;E;E;D;D;4;D;C;A;B
210055043241;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;B;C;B;2;D;C;B;B
210055605455;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;H;E;C;C;4;B;C;A;B
210056948491;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;462.2;546.6;539.7;643.9;1.0;900.0;C;E;A;A;3;B;D;B;B
210055643582;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;C;B;2;B;C;A;B
210055734639;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;D;C;B;4;C;D;B;B
210055706643;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;481.5;522.2;505.7;590.9;1.0;680.0;B;E;A;A;2;B;B;B;B
210056942043;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;431.5;387.0;552.4;583.5;1.0;800.0;F;F;D;D;4;B;D;A;B
210055702245;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;605.7;640.6;614.5;645.5;1.0;800.0;C;B;C;B;5;D;E;B;B
210057363862;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;553.8;574.7;612.8;517.9;1.0;580.0;E;C;A;C;5;B;D;A;B
210055722990;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;527.0;571.8;593.2;624.4;1.0;800.0;C;G;B;D;3;C;D;B;B
210057088944;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;425.7;581.4;536.5;540.2;1.0;760.0;E;D;C;B;5;A;D;B;B
210055271183;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;447.0;574.4;592.3;588.8;1.0;840.0;F;F;D;D;4;B;C;A;B
210056578694;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;478.7;561.7;492.2;455.1;1.0;680.0;C;B;A;A;4;B;C;B;B
210055481065;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;400.5;576.6;578.6;584.2;1.0;640.0;E;F;A;D;5;D;E;B;B
210057390600;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;404.3;488.8;530.9;563.4;1.0;540.0;C;D;C;C;4;E;D;D;B
210055857889;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;C;B;4;C;C;A;B
210058010998;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;461.2;496.4;458.1;530.0;1.0;580.0;E;E;C;D;3;D;D;A;B
210057346297;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;494.9;522.5;513.0;575.2;1.0;620.0;D;D;A;F;2;B;B;A;B
210057117238;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;E;B;B;3;C;D;B;B
210057829533;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;544.4;555.6;495.3;629.7;1.0;900.0;E;F;A;C;5;D;D;B;B
210055575219;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;502.7;594.7;596.4;703.0;1.0;980.0;H;E;F;B;2;C;B;B;B
210056941026;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;442.5;601.3;522.5;664.3;1.0;960.0;E;F;A;C;5;D;D;B;B
210055567594;2022;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;559.6;611.2;581.9;702.8;1.0;740.0;E;F;B;B;4;D;E;B;B
210055216434;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;645.0;694.0;644.0;730.2;1.0;920.0;F;E;E;C;3;B;C;B;B
210055394100;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;552.1;602.0;493.2;619.2;1.0;900.0;B;E;A;D;4;E;E;B;B
210055344800;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;494.0;581.9;552.3;553.6;1.0;560.0;H;H;D;B;2;C;B;B;B
210055430392;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;495.1;535.7;574.6;430.1;1.0;640.0;H;C;F;A;2;A;C;B;B
210057766948;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;518.8;588.1;538.4;469.8;6.0;0.0;C;D;C;B;4;D;C;B;B
210057821563;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;386.1;509.0;509.2;508.9;1.0;360.0;E;E;D;C;5;B;D;A;B
210054778905;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;A;C;B;4;C;C;A;B
210055669116;2022;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;561.5;604.8;583.9;676.5;1.0;920.0;E;E;D;D;4;I;E;B;B
210056617362;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;492.1;541.2;447.6;653.6;1.0;780.0;G;G;E;D;4;L;D;B;B
210055739927;2022;4;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;A;C;3;B;C;B;B
210056581034;2022;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;656.0;682.9;690.2;806.7;1.0;920.0;E;E;D;B;4;C;E;B;B
210055413118;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;495.2;564.8;558.4;620.9;1.0;680.0;E;F;A;D;2;F;E;B;B
210056610368;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;592.1;595.1;599.3;744.5;1.0;920.0;D;E;D;B;3;D;D;B;B
210055673037;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;571.6;597.1;529.1;503.7;1.0;920.0;E;D;A;C;3;I;D;B;B
210055513790;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;413.9;542.1;572.0;554.6;1.0;580.0;D;B;C;B;4;B;C;B;B
210056912423;2022;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;580.8;619.5;589.4;702.7;1.0;920.0;E;F;D;C;3;N;D;A;B
210055513789;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;433.5;534.2;487.1;555.4;1.0;600.0;D;C;C;B;4;B;C;B;B
210055611568;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;540.9;638.7;609.7;719.1;1.0;920.0;F;E;D;B;3;B;D;B;B
210054550276;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;489.6;540.6;456.6;519.2;1.0;680.0;H;E;F;B;2;B;C;B;B
210057129513;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;511.5;535.1;633.0;625.4;1.0;880.0;B;C;D;D;7;D;E;B;B
210057310249;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;542.4;612.1;522.3;547.7;1.0;880.0;F;G;C;D;3;F;D;B;B
210055677575;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;590.9;628.3;597.6;786.3;1.0;820.0;B;B;D;B;3;E;D;A;B
210056881131;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;438.4;513.3;403.6;499.9;1.0;400.0;C;C;F;B;3;B;D;B;B
210057819679;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;478.8;504.8;473.6;621.2;1.0;480.0;F;D;D;B;4;E;E;B;B
210056585972;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;446.4;509.6;536.4;452.3;1.0;660.0;E;C;D;D;4;C;D;B;B
210057343031;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;420.0;539.1;466.5;497.3;1.0;440.0;C;C;C;B;3;D;C;A;B
210057106810;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;453.2;517.0;529.7;532.2;1.0;600.0;C;C;D;B;3;E;D;B;B
210055636220;2022;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;716.5;754.3;659.0;942.6;1.0;940.0;E;E;D;B;4;H;E;B;B
210055777928;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;482.9;487.4;493.8;549.3;1.0;580.0;B;B;A;A;3;B;C;A;B
210057117620;2022;2;2;3111903.0;Cana Verde;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;C;B;4;E;E;C;B
210057730119;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;426.7;575.4;526.7;478.9;1.0;520.0;B;B;A;A;3;B;B;A;B
210055297777;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;670.0;702.1;632.2;823.6;1.0;980.0;D;E;C;B;3;C;D;B;B
210057322872;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;C;E;A;A;4;C;E;B;B
210057572984;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;A;B;A;B;3;E;C;B;B
210055504845;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;393.8;502.5;526.1;632.2;1.0;620.0;E;C;C;C;4;D;D;B;B
210056822109;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;687.1;777.6;595.7;866.2;1.0;960.0;D;E;D;D;1;B;B;B;B
210055387646;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;573.8;570.8;565.1;604.9;1.0;820.0;E;G;C;D;4;F;D;B;B
210057559595;2022;2;2;;;;;3111200;Campo Belo;0;1;1;0;;432.1;474.6;;1.0;560.0;B;B;B;C;3;D;D;B;B
210056628865;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;484.3;587.5;534.9;654.5;1.0;940.0;E;E;C;B;3;D;E;B;B
210057825694;2022;2;2;;;;;3111200;Campo Belo;0;1;1;0;;484.2;466.1;;1.0;440.0;E;D;A;A;4;E;D;B;B
210057240166;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;460.3;625.5;580.8;682.0;1.0;560.0;C;B;B;B;2;B;C;B;A
210055636199;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;504.5;408.3;456.6;468.5;1.0;680.0;E;F;C;D;4;D;E;A;B
210055393700;2022;2;2;3158805.0;Santana do Jacaré;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;C;E;E;B;7;H;C;B;B
210056935387;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;438.9;483.7;475.9;525.8;1.0;740.0;E;E;B;B;4;C;D;B;B
210055748154;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;555.2;595.6;594.0;557.5;1.0;920.0;B;B;A;B;3;B;C;B;B
210054517433;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;394.3;523.4;396.0;400.7;1.0;740.0;B;D;A;C;3;C;D;B;B
210057982469;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;527.7;557.3;603.9;551.1;1.0;660.0;B;E;C;C;4;D;C;B;B
210056541791;2022;2;3;;;;;3111200;Campo Belo;1;1;1;1;655.8;683.1;656.6;745.8;1.0;920.0;F;E;E;B;4;C;E;B;B
210055263987;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;B;B;2;C;B;A;B
210057772422;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;F;F;2;B;B;A;B
210056527447;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;574.1;578.1;541.3;514.7;1.0;880.0;E;D;B;F;5;B;C;B;B
210056662120;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;699.8;660.7;636.4;809.9;1.0;920.0;F;C;D;C;2;B;C;C;B
210056875836;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;420.3;470.4;503.2;473.2;1.0;640.0;F;F;A;F;2;C;A;B;B
210055152327;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;C;C;B;3;C;C;B;B
210057360022;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;482.9;465.0;472.1;579.0;1.0;600.0;H;D;F;B;5;B;C;A;B
210055560540;2022;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;401.3;526.3;518.1;531.9;1.0;900.0;E;D;C;B;4;F;D;B;B
210055516015;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;530.0;587.5;509.7;485.6;1.0;740.0;B;C;C;C;5;B;E;B;B
210055571884;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;490.3;575.8;553.9;697.6;1.0;920.0;E;E;D;F;4;C;E;C;B
210055522830;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;593.1;589.7;526.1;721.7;1.0;860.0;E;E;C;D;3;E;D;B;B
210055418576;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;504.3;574.9;580.9;615.5;1.0;720.0;G;G;D;D;3;H;D;B;B
210056907816;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;490.2;514.0;478.7;362.7;1.0;520.0;A;B;A;A;3;E;B;A;B
210055645226;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;A;B;3;B;D;A;B
210056660576;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;534.1;508.6;499.6;579.4;1.0;760.0;H;D;C;B;6;G;E;C;B
210056584002;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;436.0;522.7;505.9;499.8;1.0;680.0;B;C;B;F;5;A;B;A;B
210057344937;2022;2;2;3120201.0;Cristais;MG;2.0;3111200;Campo Belo;1;1;1;1;519.3;571.0;599.7;531.4;1.0;600.0;H;G;B;D;5;F;E;C;B
210056602044;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;F;B;3;C;C;A;B
210057811347;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;586.4;652.3;595.2;713.4;1.0;940.0;F;E;D;F;6;D;E;B;B
210056614508;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;478.4;543.6;563.2;404.7;1.0;800.0;H;E;B;B;2;C;C;B;B
210057972668;2022;3;1;;;;;3111200;Campo Belo;1;1;1;1;560.6;648.5;595.8;603.2;1.0;820.0;F;F;D;D;3;E;D;B;B
210056931799;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;493.2;573.9;534.4;558.6;1.0;760.0;F;F;B;D;3;H;D;B;B
210055500377;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;576.2;649.3;627.5;623.8;1.0;820.0;D;E;A;B;3;B;C;A;A
210055608079;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;510.4;468.1;493.7;360.2;1.0;600.0;H;C;B;B;2;D;C;A;B
210055647480;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;B;C;B;3;D;B;A;B
210055233515;2022;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;449.8;452.5;356.3;486.3;3.0;0.0;C;C;C;B;4;B;D;B;B
210055562492;2022;2;2;;;;;3111200;Campo Belo;0;1;1;0;;442.9;528.0;;4.0;0.0;H;E;F;B;4;D;E;B;B
210056898288;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;547.2;574.3;554.6;621.7;1.0;720.0;D;F;C;D;5;D;E;B;B
210055618454;2022;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;435.4;538.6;504.5;638.8;1.0;860.0;D;E;D;D;4;F;E;C;B
210057465136;2022;2;2;3540606.0;Porto Feliz;SP;2.0;3111200;Campo Belo;1;1;1;1;421.8;534.2;531.2;622.9;1.0;780.0;E;D;C;C;5;E;E;A;B
210055336642;2022;2;2;3100807.0;Aguanil;MG;2.0;3111200;Campo Belo;1;1;1;1;465.2;475.9;459.9;471.9;1.0;640.0;E;E;B;B;5;F;E;B;B
210055531418;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;B;A;A;3;C;D;B;B
210056657796;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;476.6;478.4;461.4;462.1;1.0;540.0;B;E;B;B;3;C;C;A;B
210055242293;2022;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;560.8;625.8;629.0;760.8;1.0;920.0;D;F;D;E;4;K;E;C;B
210055388024;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;B;B;1;B;B;B;B
210057128437;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;F;F;B;D;4;H;E;B;B
210055769221;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;A;B;5;D;B;A;B
210055608116;2022;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;433.3;474.1;537.1;376.4;1.0;740.0;D;C;C;B;4;E;C;A;B
210056927410;2022;1;1;;;;;3111200;Campo Belo;1;1;1;1;403.7;500.3;521.1;431.4;1.0;680.0;B;B;A;B;4;B;B;A;B
210057372235;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;E;A;C;3;B;D;B;B
210056928302;2022;2;2;;;;;3111200;Campo Belo;1;1;1;1;416.0;475.4;423.7;362.4;1.0;440.0;C;E;A;C;3;B;D;B;A
210056430673;2022;2;2;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;617.4;652.7;613.7;664.7;1.0;840.0;F;G;D;B;4;I;E;B;B
210056614908;2022;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;511.2;476.5;501.7;615.6;1.0;840.0;E;E;C;C;5;E;D;B;B
210057442257;2022;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;F;E;D;B;4;F;E;B;B
