NU_INSCRICAO;NU_ANO;TP_ST_CONCLUSAO;TP_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q022;Q024;Q025
200001944442;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;C;B;B;6.0;D;E;B;B
200001562728;2020;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;569.4;610.1;601.9;663.5;1.0;840.0;D;E;C;B;4.0;E;B;B;B
200004412083;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;466.1;441.6;355.6;337.2;1.0;440.0;D;D;C;D;3.0;B;D;A;B
200003261168;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;C;C;3.0;B;D;B;B
200005671623;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;C;B;3.0;C;C;A;B
200002472943;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;571.0;552.9;604.9;472.2;1.0;760.0;C;E;E;F;4.0;I;E;B;B
200004445375;2020;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;561.1;556.9;541.3;505.5;1.0;620.0;C;E;F;B;5.0;D;E;A;B
200006241656;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;476.1;427.1;487.9;374.2;1.0;360.0;B;D;A;B;1.0;B;B;B;B
200006603663;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;C;C;B;5.0;C;D;B;B
200002079096;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;F;C;C;A;4.0;F;E;B;B
200002788739;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;C;B;3.0;A;E;B;B
200001688511;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;H;B;C;D;3.0;C;C;B;B
200002524071;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;373.6;505.6;512.1;425.3;1.0;720.0;E;D;C;B;4.0;C;C;B;B
200004038082;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;650.1;672.2;649.2;779.7;1.0;860.0;D;F;C;B;3.0;H;D;B;B
200001355600;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;B;B;3.0;E;D;A;B
200005747739;2020;2;2;;;;;3111200;Campo Belo;1;1;1;1;556.2;517.4;633.7;531.1;1.0;740.0;B;E;A;C;5.0;F;E;B;B
200005009039;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;E;C;B;2.0;C;C;A;B
200004238259;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;572.7;593.2;622.2;709.0;1.0;780.0;C;D;B;C;4.0;C;D;B;B
200003887637;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;C;B;5.0;C;E;C;B
200003176928;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;461.8;550.4;515.1;386.2;1.0;860.0;B;B;B;B;5.0;B;B;A;B
200004271596;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;626.4;609.7;505.1;546.5;1.0;680.0;E;E;C;C;4.0;B;E;B;B
200003801418;2020;1;1;;;;;3111200;Campo Belo;0;1;1;0;;485.2;533.1;;9.0;0.0;H;H;A;B;3.0;D;C;A;B
200003003208;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;B;C;C;4.0;E;D;A;B
200005257935;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;B;B;2.0;B;B;A;B
200005178866;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;435.6;426.6;555.8;417.2;1.0;400.0;B;E;D;B;3.0;E;D;A;B
200005997658;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;442.0;500.1;488.3;483.3;1.0;520.0;F;E;B;B;4.0;H;A;B;B
200002538807;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;A;E;4.0;D;E;C;B
200005347546;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;724.9;712.4;595.8;812.1;1.0;940.0;D;E;D;B;3.0;G;D;B;B
200004911052;2020;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;G;E;C;B;4.0;G;C;B;B
200005886442;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;527.9;456.4;518.7;565.4;1.0;720.0;D;H;C;B;5.0;F;D;B;B
200005450645;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;656.7;635.6;587.9;663.7;1.0;900.0;F;G;D;D;2.0;D;C;B;B
200004494540;2020;2;2;;;;;3111200;Campo Belo;1;1;1;1;557.9;575.6;525.9;611.4;1.0;680.0;F;E;B;D;4.0;F;E;A;B
200004605744;2020;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;A;B;A;A;5.0;B;E;A;B
200002736061;2020;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;725.8;806.0;651.9;860.7;1.0;940.0;E;F;D;D;4.0;G;D;C;B
200004219248;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;425.6;471.1;488.7;443.8;1.0;580.0;B;B;F;B;6.0;E;E;A;B
200002221412;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;495.4;537.0;566.8;540.1;1.0;860.0;B;F;C;D;3.0;F;C;B;B
200005035460;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;427.1;451.6;583.3;467.9;1.0;540.0;E;B;A;B;3.0;B;D;A;A
200002927162;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;647.5;633.1;567.2;653.9;1.0;500.0;E;G;C;D;3.0;E;B;A;B
200004948951;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;D;D;4.0;F;C;B;B
200002617514;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;445.7;533.2;539.0;635.8;1.0;600.0;H;E;F;D;5.0;C;D;B;B
200001453052;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;457.9;490.8;488.2;549.7;1.0;900.0;C;C;B;B;4.0;F;D;A;B
200004036313;2020;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;520.8;643.8;622.4;609.4;1.0;860.0;D;G;D;D;4.0;I;E;C;B
200005639082;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;623.6;552.4;586.4;666.5;1.0;940.0;E;D;D;B;3.0;F;D;B;B
200003969202;2020;2;2;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;482.2;550.4;576.9;490.2;1.0;700.0;C;E;F;B;2.0;C;C;B;B
200004214068;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;467.8;433.2;492.0;411.8;1.0;660.0;B;B;B;B;6.0;B;D;A;B
200002372750;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;E;B;B;3.0;E;B;B;B
200001039580;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;593.6;552.6;523.5;578.0;1.0;880.0;H;D;D;D;3.0;B;D;B;A
200001735269;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;548.3;618.6;615.6;708.5;1.0;800.0;C;B;C;B;3.0;D;D;B;B
200003296545;2020;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;566.1;620.6;587.8;587.2;1.0;840.0;C;F;B;D;4.0;F;E;C;B
200002004336;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;F;A;3.0;B;D;B;B
200005358125;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;562.5;633.6;583.2;698.5;1.0;800.0;G;F;E;D;3.0;K;D;B;B
200005923303;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;B;A;2.0;B;C;B;B
200005317140;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;C;B;B;2.0;B;C;A;A
200001710458;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;377.8;470.6;511.4;458.4;1.0;760.0;F;F;E;E;3.0;P;D;D;B
200003387418;2020;3;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;D;A;A;4.0;B;B;A;B
200006291917;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;C;B;4.0;F;E;B;B
200002731845;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;545.2;694.4;642.2;683.1;1.0;860.0;E;E;D;D;4.0;E;E;C;B
200002307893;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;C;B;2.0;C;C;B;B
200005850242;2020;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;569.1;648.9;589.7;700.6;1.0;820.0;E;E;B;B;4.0;E;E;C;B
200005603814;2020;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;479.6;418.1;457.2;444.2;1.0;640.0;C;E;A;A;4.0;B;B;A;B
200006121835;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;520.2;500.2;516.3;447.3;1.0;640.0;G;F;E;E;4.0;I;D;C;B
200005262312;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;520.3;560.6;553.2;567.3;1.0;780.0;E;D;A;C;1.0;J;B;B;B
200006622288;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;628.3;697.1;581.0;736.9;1.0;880.0;E;E;B;B;4.0;B;B;A;A
200004340878;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;404.0;528.1;421.5;427.1;1.0;580.0;C;C;C;C;4.0;C;C;A;B
200004714276;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;486.5;417.6;510.2;491.4;1.0;380.0;E;E;F;B;2.0;B;C;B;B
200005304378;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;488.0;614.0;586.6;700.4;1.0;580.0;D;F;D;D;4.0;L;E;B;B
200005478177;2020;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;E;B;B;4.0;B;D;A;B
200003468695;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;C;B;6.0;C;B;A;A
200002754243;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;C;B;1.0;D;B;B;B
200005888939;2020;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;455.8;394.4;506.5;585.5;1.0;600.0;E;E;D;B;3.0;D;D;A;B
200006444076;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;A;A;2.0;B;C;B;B
200001932801;2020;2;2;;;;;3111200;Campo Belo;1;1;1;1;408.8;623.4;539.0;394.5;1.0;760.0;E;E;D;B;3.0;H;C;B;B
200006178848;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;605.7;598.1;570.2;719.8;1.0;720.0;E;E;D;D;4.0;E;E;C;B
200001074301;2020;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;574.3;652.6;642.3;623.6;1.0;780.0;D;C;C;B;4.0;C;D;A;B
200006665610;2020;2;2;;;;;3111200;Campo Belo;1;1;1;1;375.6;459.5;537.4;452.0;1.0;440.0;F;B;D;B;4.0;E;E;B;B
200006448168;2020;2;3;;;;;3111200;Campo Belo;1;1;1;1;654.0;651.3;602.3;817.2;1.0;840.0;E;F;B;D;3.0;E;C;B;B
200001811713;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;A;A;3.0;D;C;A;B
200004750264;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;673.8;743.5;646.4;833.9;1.0;900.0;D;E;D;D;4.0;H;E;C;B
200004860147;2020;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;410.5;358.1;501.1;408.7;1.0;340.0;C;C;A;A;4.0;B;D;A;B
200001340607;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;557.6;500.3;500.9;605.0;1.0;800.0;E;D;C;B;4.0;D;D;B;B
200002164638;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;601.7;614.1;592.7;677.3;1.0;640.0;F;E;D;A;4.0;F;E;A;B
200004626260;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;H;C;F;B;3.0;D;C;B;B
200001777712;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;524.9;526.3;585.5;531.6;1.0;860.0;E;E;B;B;3.0;C;C;A;B
200005255927;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;500.5;491.5;479.1;591.1;1.0;360.0;B;B;A;C;4.0;B;D;A;B
200004975555;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;D;B;B;3.0;C;C;B;B
200006628798;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;E;C;B;5.0;D;C;B;B
200003896395;2020;2;2;;;;;3111200;Campo Belo;0;1;1;0;;396.2;530.5;;1.0;320.0;C;C;B;F;3.0;B;D;A;B
200006462710;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;B;C;B;3.0;C;A;B;B
200005529792;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;628.6;702.7;650.1;790.7;1.0;920.0;D;D;D;D;4.0;H;E;D;B
200006758595;2020;2;2;;;;;3111200;Campo Belo;1;1;1;1;388.4;500.4;444.0;387.3;1.0;340.0;E;E;A;B;4.0;D;D;A;B
200006578653;2020;2;2;;;;;3111200;Campo Belo;1;1;1;1;578.7;643.6;524.6;612.0;1.0;920.0;D;C;B;C;4.0;B;C;A;B
200003390671;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;653.2;648.3;669.2;685.1;1.0;880.0;D;E;D;B;3.0;E;D;B;B
200002588668;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;676.2;693.5;623.5;804.9;1.0;940.0;B;E;B;C;2.0;C;C;B;B
200001018469;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;A;B;4.0;C;C;B;B
200001621688;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;472.3;505.1;503.7;554.1;1.0;600.0;E;C;D;B;2.0;C;C;B;B
200004610172;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;539.7;574.4;551.1;689.4;1.0;860.0;D;E;D;B;4.0;K;E;C;B
200003985989;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;536.9;596.8;604.5;589.1;1.0;760.0;C;C;C;B;4.0;C;E;A;B
200001913362;2020;2;2;3111903.0;Cana Verde;MG;2.0;3111200;Campo Belo;1;1;1;1;572.7;491.8;577.7;602.6;1.0;680.0;C;E;A;B;4.0;E;D;B;B
200003979039;2020;2;2;3111903.0;Cana Verde;MG;2.0;3111200;Campo Belo;1;1;1;1;440.0;509.1;525.2;539.6;1.0;560.0;B;B;D;B;4.0;D;D;B;B
200005497985;2020;3;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;A;B;5.0;B;C;A;B
200006420212;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;D;A;B;5.0;B;D;B;B
200003952222;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;436.6;444.5;466.5;435.2;1.0;780.0;D;E;B;B;4.0;G;D;B;B
200006243221;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;469.4;543.4;554.8;565.6;1.0;820.0;A;C;C;B;4.0;B;D;B;B
200005286158;2020;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;A;B;4.0;B;C;A;B
200006801134;2020;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;383.5;410.5;366.0;450.7;6.0;0.0;C;E;C;B;3.0;E;D;A;B
200006243234;2020;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;623.9;644.8;611.4;692.1;1.0;740.0;D;G;C;D;3.0;F;D;B;B
200005732855;2020;2;2;;;;;3111200;Campo Belo;1;1;1;1;556.5;613.8;587.2;596.9;1.0;920.0;G;E;D;D;4.0;H;E;B;B
200004525036;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;585.9;605.5;544.3;759.4;1.0;920.0;C;D;A;B;5.0;B;C;A;B
200001284002;2020;3;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;D;D;F;5.0;C;D;B;B
200001671196;2020;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;604.2;637.6;650.1;688.7;1.0;900.0;D;G;D;E;4.0;H;D;B;B
200005566028;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;452.8;481.7;474.1;537.0;1.0;500.0;C;D;C;C;4.0;C;D;A;B
200002038257;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;373.9;341.4;487.4;427.2;1.0;500.0;B;B;A;B;4.0;B;C;A;B
200004923909;2020;3;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;C;C;C;3.0;B;C;A;B
200003057576;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;D;B;B;3.0;E;C;B;B
200002909814;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;B;C;3.0;D;D;B;B
200003529017;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;528.9;528.0;482.6;667.9;1.0;740.0;D;C;D;B;4.0;B;D;B;A
200002184283;2020;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;C;C;A;A;4.0;B;C;A;B
200006176714;2020;1;1;;;;;3111200;Campo Belo;0;1;1;0;;372.9;552.4;;1.0;760.0;D;E;C;D;2.0;D;C;B;B
200002343131;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;428.6;596.5;522.8;638.9;4.0;0.0;G;G;E;E;4.0;P;E;C;B
200006308216;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;A;A;A;2.0;C;C;B;B
200006195770;2020;3;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;C;A;B;2.0;B;C;B;B
200003815879;2020;2;2;;;;;3111200;Campo Belo;1;1;1;1;499.5;589.8;612.3;635.6;1.0;880.0;H;C;C;B;5.0;G;E;B;B
200004965023;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;G;G;D;D;3.0;K;D;C;B
200005117331;2020;4;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;B;C;B;4.0;B;B;A;B
200002497821;2020;2;2;3149903.0;Perdões;MG;4.0;3111200;Campo Belo;1;1;1;1;511.1;601.5;520.7;605.0;1.0;960.0;C;G;A;D;4.0;D;C;B;B
200005122256;2020;3;1;;;;;3111200;Campo Belo;1;1;1;1;408.4;513.3;535.0;585.5;1.0;380.0;E;E;B;B;4.0;C;D;B;B
200002540876;2020;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;A;B;6.0;B;E;A;B
200001210855;2020;1;1;;;;;3111200;Campo Belo;1;1;1;1;610.9;714.7;630.1;669.1;1.0;840.0;G;C;E;D;2.0;C;C;B;B
200005441447;2020;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;F;F;2.0;B;A;A;A
