NU_INSCRICAO;NU_ANO;TP_ST_CONCLUSAO;TP_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q022;Q024;Q025
210060595615;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;455.8;516.5;503.7;452.6;1.0;500.0;E;C;B;D;4;F;D;B;B
210060832686;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;1;1;0;;471.4;511.8;;1.0;500.0;C;E;C;C;2;B;C;A;B
210058424203;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;649.6;654.6;646.6;757.6;1.0;680.0;E;E;D;B;4;D;D;C;B
210060276015;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;507.5;544.7;535.0;676.4;1.0;920.0;E;E;C;C;4;E;D;B;B
210060175263;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;421.6;411.3;431.7;456.5;1.0;460.0;C;B;B;D;4;E;D;B;B
210060188395;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;499.3;414.0;437.7;494.3;1.0;540.0;B;C;C;C;4;G;E;B;B
210061297151;2023;2;2;3100807.0;Aguanil;MG;2.0;3111200;Campo Belo;1;1;1;1;449.4;540.0;487.5;605.2;1.0;360.0;G;G;D;D;3;G;D;A;B
210060834280;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;C;B;4;C;E;A;B
210060977411;2023;2;2;3120201.0;Cristais;MG;2.0;3111200;Campo Belo;1;1;1;1;451.8;515.3;488.3;487.3;1.0;760.0;E;C;B;C;5;B;C;A;A
210059447702;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;459.9;461.5;528.3;413.1;1.0;620.0;D;F;A;B;4;C;E;B;B
210060089300;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;609.9;618.0;588.8;711.9;1.0;740.0;D;C;A;A;3;C;D;B;B
210060089065;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;489.8;620.5;602.9;626.3;1.0;940.0;E;E;C;B;4;D;C;A;B
210060386720;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;514.4;414.3;414.9;364.1;1.0;480.0;H;E;F;F;6;B;B;A;B
210060865173;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;731.0;663.7;691.4;910.3;1.0;960.0;F;B;D;C;2;B;C;B;B
210059303827;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;501.7;555.2;502.0;489.2;1.0;680.0;E;E;C;C;4;B;D;A;B
210058397345;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;450.9;499.3;503.0;467.6;1.0;520.0;E;E;C;B;5;C;E;A;B
210060368590;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;B;B;4;D;E;B;B
210060493438;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;466.4;634.1;573.2;375.0;1.0;480.0;B;C;B;E;5;C;D;C;B
210059113515;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;H;E;C;D;4;F;E;B;B
210059564396;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;531.1;574.5;532.2;461.8;1.0;900.0;C;E;C;C;2;C;C;A;B
210059568435;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;466.3;559.5;500.5;673.1;1.0;720.0;H;C;D;D;3;I;D;B;B
210061381945;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;430.3;529.3;487.7;481.5;1.0;800.0;C;E;C;D;4;F;E;B;B
210060412756;2023;2;3;;;;;3111200;Campo Belo;1;1;1;1;606.9;580.2;530.0;788.3;1.0;920.0;E;F;C;F;2;C;B;B;B
210061225688;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;649.3;604.4;537.5;754.1;1.0;880.0;B;D;B;B;5;C;E;B;B
210060470366;2023;4;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;C;B;B;3;B;B;B;B
210059838356;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;515.3;560.9;517.4;628.2;1.0;720.0;C;D;B;B;4;D;D;B;B
210059165121;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;F;B;4;E;C;B;B
210059419712;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;F;B;5;C;E;C;B
210060936824;2023;2;2;3120201.0;Cristais;MG;2.0;3111200;Campo Belo;1;1;1;1;332.4;311.4;380.1;435.2;3.0;0.0;H;H;C;C;3;A;D;B;B
210060035552;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;505.4;469.3;556.8;529.0;1.0;560.0;F;E;D;D;4;C;D;A;A
210059935901;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;480.6;529.1;529.9;478.5;1.0;900.0;C;G;A;B;4;D;C;B;B
210059083282;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;517.3;437.5;410.7;360.0;1.0;560.0;H;D;C;C;5;B;B;A;B
210058424552;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;387.2;519.2;493.7;445.4;1.0;580.0;B;C;A;B;4;B;B;B;B
210060865482;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;509.8;507.1;518.4;547.1;1.0;680.0;C;D;D;D;4;D;E;A;B
210060865487;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;684.3;678.9;676.5;832.0;1.0;900.0;F;G;E;E;5;H;E;B;B
210058817216;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;497.8;549.7;568.1;516.8;1.0;820.0;C;D;D;B;3;E;D;A;B
210059527356;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;556.4;566.6;608.0;707.3;1.0;960.0;C;E;B;B;3;C;C;A;B
210058956536;2023;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;H;E;C;B;3;G;D;B;B
210059816711;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;534.2;572.7;524.6;530.9;1.0;560.0;B;C;F;C;2;B;C;A;B
210061413050;2023;2;2;3100807.0;Aguanil;MG;2.0;3111200;Campo Belo;1;1;1;1;535.7;434.0;484.8;479.4;1.0;560.0;E;E;C;B;3;B;D;A;B
210061194974;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;466.8;497.5;501.6;456.4;1.0;540.0;C;E;F;B;3;C;D;A;B
210059193291;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;C;C;B;3;B;B;A;B
210060434174;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;397.3;534.5;498.7;587.0;1.0;940.0;E;D;C;B;6;D;D;B;B
210059948993;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;B;D;C;B;4;C;D;A;B
210059096328;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;D;C;B;4;E;D;B;B
210061403045;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;465.2;458.4;493.6;452.7;1.0;620.0;H;D;C;C;4;B;B;B;B
210060291472;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;600.4;625.5;632.3;729.3;1.0;880.0;B;B;B;B;3;E;E;A;B
210061277795;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;594.8;575.6;577.6;712.4;1.0;780.0;C;E;B;D;4;E;E;B;B
210059466634;2023;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;D;A;C;5;B;D;A;B
210059393707;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;661.4;636.1;638.8;737.4;1.0;920.0;D;D;A;B;4;D;E;B;B
210060093242;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;H;C;F;C;2;B;C;B;B
210059870683;2023;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;H;B;B;5;C;A;A;B
210058790091;2023;2;2;3100807.0;Aguanil;MG;2.0;3111200;Campo Belo;1;1;1;1;437.2;509.5;545.4;404.9;1.0;700.0;F;D;E;B;3;B;D;A;B
210059844773;2023;2;2;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;633.7;671.1;607.3;736.4;1.0;960.0;F;E;D;B;3;B;D;B;B
210060041383;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;604.5;623.1;582.1;706.8;1.0;740.0;D;C;C;D;4;D;E;B;B
210060679905;2023;2;3;3111200.0;Campo Belo;MG;4.0;3111200;Campo Belo;1;1;1;1;617.4;650.6;609.7;678.3;1.0;860.0;D;D;B;A;3;D;D;A;B
210059857562;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;D;D;A;F;2;B;B;A;B
210060689800;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;A;A;3;B;D;B;B
210058407068;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;571.9;640.7;386.2;690.8;1.0;800.0;D;E;F;B;5;C;C;A;B
210059966001;2023;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;F;F;2;C;D;A;B
210060190719;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;610.3;637.4;616.6;766.0;1.0;940.0;C;C;A;A;4;F;E;A;B
210059476167;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;459.2;420.7;482.7;540.0;1.0;640.0;B;B;A;A;4;C;B;B;B
210060402452;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;571.8;614.1;611.8;585.6;1.0;500.0;C;C;C;C;2;B;B;A;B
210059277970;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;A;B;3;B;C;A;B
210061165676;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;B;D;3;F;E;B;B
210060867173;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;610.7;642.6;635.1;689.4;1.0;760.0;E;F;D;D;5;H;E;B;B
210059898784;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;432.5;458.6;490.6;558.6;1.0;760.0;C;E;C;D;3;D;D;A;B
210059885943;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;402.7;421.3;437.3;638.3;1.0;620.0;C;C;A;B;7;B;E;A;B
210058516941;2023;2;2;3100807.0;Aguanil;MG;2.0;3111200;Campo Belo;1;1;1;1;414.0;549.6;511.0;553.2;1.0;740.0;E;C;D;D;4;H;E;B;B
210059476195;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;496.7;431.9;451.9;465.3;1.0;500.0;B;C;A;B;5;C;D;A;B
210059812423;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;408.0;376.5;436.7;408.0;1.0;440.0;E;G;D;D;2;F;C;B;B
210060772889;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;487.6;588.8;569.2;677.2;1.0;720.0;H;H;C;C;4;G;E;B;B
210060928918;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;562.3;562.8;546.9;617.2;1.0;480.0;B;E;C;B;3;E;D;A;B
210058161564;2023;2;2;3111903.0;Cana Verde;MG;2.0;3111200;Campo Belo;1;1;1;1;581.0;496.2;563.5;627.9;1.0;900.0;D;B;C;B;3;B;D;A;B
210060888211;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;440.2;399.7;472.6;405.5;1.0;620.0;F;E;B;B;2;A;C;B;B
210058984530;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;F;C;4;C;D;A;B
210060900377;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;548.2;542.9;520.8;676.1;1.0;840.0;E;E;C;C;4;D;D;A;B
210059468930;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;699.6;729.5;630.2;745.3;1.0;920.0;F;E;F;C;3;B;D;B;B
210060232109;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;519.6;559.8;521.6;648.1;1.0;660.0;F;E;E;C;3;B;D;B;B
210060435323;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;528.4;590.7;563.1;660.5;1.0;800.0;F;E;D;D;3;F;D;A;B
210060054763;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;459.5;482.4;470.8;469.6;1.0;620.0;H;H;B;F;2;B;C;B;B
210059358464;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;459.2;517.4;545.4;543.5;1.0;640.0;C;F;B;B;5;D;E;B;B
210059399711;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;532.1;630.3;579.1;594.8;1.0;500.0;D;B;D;B;2;B;C;A;B
210059236885;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;603.7;672.0;606.2;721.1;1.0;940.0;G;F;D;D;4;H;E;D;B
210059450232;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;455.9;476.2;520.5;504.0;1.0;840.0;B;B;C;B;2;B;C;A;B
210060817105;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;522.3;537.3;541.4;527.5;1.0;780.0;C;B;C;B;4;D;E;B;B
210058163748;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;527.7;665.2;615.7;660.9;1.0;880.0;E;F;C;D;4;E;D;C;B
210058805133;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;515.7;540.9;472.7;451.6;1.0;660.0;B;E;B;B;3;D;C;B;B
210059407040;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;650.7;606.1;604.7;731.0;1.0;960.0;C;C;C;B;3;C;D;A;B
210060454733;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;555.9;629.1;611.8;484.1;1.0;940.0;B;D;C;C;4;D;E;C;B
210059263081;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;1;1;0;;517.0;486.4;;4.0;0.0;D;D;B;B;2;B;B;A;B
210060819098;2023;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;D;C;C;4;D;E;C;B
210058489941;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;433.2;490.4;530.6;451.7;1.0;600.0;E;C;C;B;5;A;A;A;A
210060794084;2023;2;2;3120201.0;Cristais;MG;2.0;3111200;Campo Belo;1;1;1;1;467.4;550.4;484.3;586.1;1.0;840.0;E;F;D;D;4;D;E;A;B
210059515587;2023;2;3;;;;;3111200;Campo Belo;1;1;1;1;544.6;506.6;501.4;635.6;1.0;920.0;D;E;B;B;3;D;D;A;B
210059420147;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;569.6;510.5;503.2;518.4;1.0;520.0;D;E;C;D;3;D;D;A;B
210059743506;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;448.4;466.1;454.6;412.1;1.0;660.0;B;E;A;B;2;B;B;B;B
210060531600;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;474.1;373.3;517.5;659.3;1.0;460.0;C;E;B;B;4;D;D;A;B
210058643165;2023;2;3;;;;;3111200;Campo Belo;1;1;1;1;553.2;544.8;633.5;673.6;1.0;900.0;E;G;A;D;2;G;C;B;B
210059936465;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;576.2;603.4;579.6;390.2;1.0;780.0;A;A;A;A;4;B;B;B;B
210060805290;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;548.1;634.1;593.3;582.1;1.0;960.0;E;G;C;D;4;H;E;B;B
210059324830;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;480.3;498.3;530.7;458.5;1.0;600.0;H;B;C;C;3;B;C;A;B
210060206120;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;561.8;551.1;454.3;404.1;1.0;680.0;D;E;C;B;4;C;C;A;B
210058933812;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;522.2;592.7;578.4;669.4;1.0;900.0;C;E;A;A;3;B;D;B;B
210060308974;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;398.5;446.2;453.0;425.9;4.0;0.0;C;C;F;C;5;C;E;A;B
210060333160;2023;2;2;3111903.0;Cana Verde;MG;2.0;3111200;Campo Belo;1;1;1;1;463.5;551.3;501.6;621.0;1.0;800.0;B;D;B;C;2;B;C;A;B
210060618993;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;489.7;523.1;559.4;589.0;1.0;920.0;G;D;E;B;3;G;D;B;B
210060409109;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;507.8;537.6;453.3;381.6;1.0;680.0;C;B;C;B;3;C;C;A;B
210060283526;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;546.6;548.7;551.8;618.0;1.0;520.0;E;C;C;B;2;B;C;B;B
210058767078;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;H;B;F;B;4;B;A;A;B
210060971394;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;424.7;438.1;432.9;389.4;1.0;600.0;B;C;A;B;4;A;D;A;B
210058643259;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;476.8;420.2;518.3;360.2;1.0;580.0;C;E;B;B;3;B;D;A;B
210060599992;2023;2;2;3112000.0;Candeias;MG;2.0;3111200;Campo Belo;1;1;1;1;571.8;629.7;545.4;648.4;1.0;900.0;B;C;F;F;4;E;E;B;B
210060795662;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;399.0;372.2;382.5;406.8;4.0;0.0;C;E;B;B;2;B;C;B;B
210059478612;2023;3;1;;;;;3111200;Campo Belo;0;1;1;0;;296.7;521.8;;1.0;940.0;E;B;B;B;4;E;D;B;B
210058213874;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;558.1;632.3;543.5;645.1;1.0;860.0;C;E;C;B;3;E;D;A;B
210058530612;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;558.7;470.5;454.1;359.8;1.0;660.0;B;B;B;F;6;B;C;A;B
210058689780;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;482.2;442.3;417.5;471.2;1.0;480.0;B;B;C;B;4;B;D;B;B
210059435695;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;457.2;478.9;557.8;447.1;1.0;880.0;E;E;C;D;2;C;C;B;B
210059064589;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;533.1;347.4;547.6;569.4;1.0;800.0;F;E;D;D;5;C;E;C;B
210060333380;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;545.4;505.8;505.9;555.7;1.0;580.0;D;D;F;B;6;C;E;A;B
210058276026;2023;1;1;;;;;3111200;Campo Belo;0;1;1;0;;625.2;529.0;;1.0;540.0;B;E;C;B;3;F;D;A;B
210058972085;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;476.1;438.1;563.2;570.2;1.0;820.0;E;E;C;C;5;D;E;B;B
210058706242;2023;1;1;;;;;3111200;Campo Belo;0;1;1;0;;589.7;632.2;;4.0;0.0;H;C;F;B;3;D;D;B;B
210059422801;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;E;E;C;B;3;H;D;B;B
210060599520;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;500.8;604.0;549.1;671.0;1.0;540.0;C;B;C;C;2;B;C;B;A
210059381714;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;443.9;537.3;485.4;560.4;1.0;920.0;E;E;C;D;3;C;E;C;B
210059786980;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;534.5;613.6;626.4;617.9;1.0;600.0;C;E;C;C;4;G;C;C;B
210061004167;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;1;1;1;1;398.0;491.8;487.3;591.7;1.0;900.0;H;D;C;B;4;B;E;A;B
210059471462;2023;1;1;;;;;3111200;Campo Belo;0;1;1;0;;565.7;535.1;;1.0;520.0;D;B;C;C;4;D;E;B;B
210059538851;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;520.7;556.7;526.7;697.1;1.0;660.0;H;H;B;B;2;B;C;A;B
210060661039;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;597.7;626.6;605.6;713.6;1.0;680.0;E;B;D;B;3;E;D;B;B
210060095938;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;491.1;603.2;542.5;474.6;1.0;680.0;C;E;A;B;2;B;C;B;B
210061055464;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;B;A;B;2;B;C;B;B
210060382061;2023;3;1;;;;;3111200;Campo Belo;1;1;1;1;492.1;525.8;513.7;478.6;1.0;620.0;B;D;F;F;4;B;C;B;B
210061023901;2023;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;E;C;C;4;D;E;A;B
210060242653;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;431.6;363.0;413.4;483.8;1.0;560.0;E;E;C;B;3;D;D;A;B
210058826945;2023;2;2;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;B;C;A;F;5;B;C;A;B
210061343577;2023;2;2;3100807.0;Aguanil;MG;2.0;3111200;Campo Belo;0;1;1;0;;569.8;523.4;;1.0;720.0;C;C;C;A;3;C;C;B;B
210059477179;2023;2;2;3111200.0;Campo Belo;MG;2.0;3111200;Campo Belo;0;0;0;0;;;;;;;D;B;B;B;5;E;E;D;B
210059719944;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;485.6;534.8;467.3;364.9;1.0;540.0;B;B;A;A;3;B;C;A;B
210059456615;2023;1;1;;;;;3111200;Campo Belo;0;0;0;0;;;;;;;C;D;A;B;5;G;C;B;B
210061376176;2023;2;2;;;;;3111200;Campo Belo;1;1;1;1;545.7;586.2;530.7;647.5;1.0;880.0;C;F;C;C;4;E;E;A;B
210060193645;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;535.6;608.9;424.2;421.2;1.0;980.0;E;G;B;B;4;E;D;A;B
210058455247;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;505.7;424.5;502.3;413.7;1.0;640.0;B;E;A;B;4;B;E;A;B
210061314217;2023;1;1;;;;;3111200;Campo Belo;1;1;1;1;485.1;566.3;524.2;524.7;1.0;700.0;B;C;C;B;3;B;D;A;B
